gig_type_encoded,age,is_main_income,tenure_months,days_per_week,hours_per_day,weekly_work_hours,lag_1w,lag_2w,lag_3w,lag_4w,rolling_mean_4w,rolling_std_4w,income_volatility,income_growth_1w,income_trend_slope,income_per_hour,is_payday_week,recent_vs_avg,peak_week,target_income
3,28,1,43,6,8,48,400000,25000,505000,465000,348750.0,220127.80378680018,0.6312,14.9994,-67500.0,7117.0,1,1.147,1,400000
3,22,0,53,6,4,24,448500,505000,327000,539000,454875.0,93063.03867092814,0.2046,-0.1119,-9350.0,18195.0,1,0.986,1,418000
6,39,1,84,6,7,42,945000,1030000,1100000,700000,943750.0,174421.66340987195,0.1848,-0.0825,66500.0,21948.0,0,1.0013,3,945000
4,30,2,2,7,11,77,1000000,700000,540000,420000,665000.0,251064.40076867395,0.3775,0.4286,190000.0,8526.0,1,1.5038,1,1000000
6,23,1,15,4,4,16,355000,250000,350000,225000,295000.0,67206.1505121865,0.2278,0.42,29000.0,17353.0,1,1.2034,1,355000
5,31,0,20,3,6,18,240000,100000,280000,130000,187500.0,86168.43969807043,0.4596,1.4,15000.0,9868.0,0,1.28,3,240000
7,27,2,65,2,6,12,144500,149500,130000,215500,159875.0,37994.2429849576,0.2376,-0.0334,-19350.0,12298.0,1,0.9038,1,235500
1,31,2,78,5,7,35,615000,625000,590000,630000,615000.0,17795.130420052184,0.0289,-0.016,-1000.0,17083.0,1,1.0,4,615000
2,17,1,5,5,4,20,360000,440000,350000,425000,393750.0,45345.89286804263,0.1152,-0.1818,-10500.0,18750.0,0,0.9143,0,360000
7,34,2,51,6,8,48,283000,202000,312000,357500,288625.0,65385.23661092515,0.2265,0.401,-33350.0,5890.0,0,0.9805,3,203000
4,29,0,63,5,3,15,833000,749500,811000,983000,844125.0,99097.91033787408,0.1174,0.1114,-51150.0,52758.0,1,0.9868,1,976000
2,22,2,34,2,9,18,555000,408500,549500,712500,556375.0,124219.14439140745,0.2233,0.3586,-61350.0,29283.0,1,0.9975,1,690500
1,40,2,80,7,10,70,1419600,980000,1175000,760000,1083650.0,280891.3609683763,0.2592,0.4486,178380.0,15263.0,1,1.31,1,1419600
5,37,0,71,3,6,18,390500,422000,490000,439500,435500.0,41607.29102773535,0.0955,-0.0746,-21500.0,22921.0,0,0.8967,0,406000
5,43,2,22,4,9,36,243500,251500,354000,536000,346250.0,136137.49177455367,0.3932,-0.0318,-98000.0,9358.0,0,0.7032,2,522000
7,17,2,17,4,3,12,200000,190000,250000,150000,197500.0,41129.87559751022,0.2083,0.0526,9000.0,15192.0,0,1.0127,3,200000
7,39,2,20,3,5,15,249000,256000,312000,357500,293625.0,51070.8250047585,0.1739,-0.0273,-38150.0,18352.0,0,0.848,3,374000
4,20,2,47,5,6,30,754500,756500,725500,840500,769250.0,49567.29432465188,0.0644,-0.0026,-22700.0,24815.0,1,0.9808,1,755000
7,21,2,22,4,8,32,316000,246000,228000,305000,273750.0,43300.30792808137,0.1582,0.2846,5100.0,8295.0,0,1.1543,3,395500
6,30,0,4,6,4,24,325000,300000,315000,300000,310000.0,12247.44871391589,0.0395,0.0833,6000.0,12400.0,1,1.0484,1,325000
3,29,0,36,4,7,28,923500,884000,961000,1008500,944250.0,53132.695521056834,0.0563,0.0447,-33200.0,32560.0,0,0.978,0,767000
5,17,2,33,6,10,60,425000,270000,920000,425000,510000.0,282931.08701590216,0.5548,0.5741,-65000.0,8361.0,0,0.8333,0,425000
1,21,0,27,7,8,56,831500,816000,1050500,1114000,953000.0,151611.89487196135,0.1591,0.019,-108200.0,16719.0,1,0.8725,4,1204500
1,44,1,22,2,4,8,519000,470500,795000,1072000,714125.0,278113.99790973007,0.3894,0.1031,-198350.0,79347.0,1,0.7268,1,896000
2,51,2,53,2,3,6,424500,267500,409500,466000,391875.0,86291.5358923844,0.2202,0.5869,-26650.0,55982.0,1,1.0833,4,348000
1,31,2,5,7,7,49,520000,725000,560000,675000,620000.0,96003.47215943111,0.1548,-0.2828,-30000.0,12400.0,0,0.8387,0,520000
2,24,1,25,4,3,12,540000,20000,20000,350000,232500.0,257342.18464915542,1.1068,25.9987,57000.0,17885.0,1,2.3226,1,540000
1,44,2,65,7,9,63,867500,806000,869000,1110000,913125.0,134491.86778389243,0.1473,0.0763,-79050.0,14268.0,1,0.95,1,1039000
2,17,1,17,5,3,15,590000,560000,550000,540000,560000.0,21602.468994692867,0.0386,0.0536,16000.0,35000.0,1,1.0536,4,590000
4,18,2,23,6,8,48,590000,550000,625000,650000,603750.0,43469.33785248325,0.072,0.0727,-25500.0,12321.0,1,0.9772,4,590000
1,33,2,26,5,11,55,1075000,1293800,1095000,1150000,1153450.0,98794.11251014235,0.0857,-0.1691,-2620.0,20597.0,1,0.932,1,1075000
0,17,1,47,4,4,16,155000,0,10000,10000,43750.0,74316.32839872182,1.6986,155000.0,42500.0,2574.0,0,3.5428,2,155000
1,33,2,14,6,9,54,700000,395000,475000,940000,627500.0,245102.01957552286,0.3906,0.7721,-80000.0,11409.0,1,1.1155,4,700000
5,26,1,2,5,9,45,220000,675000,300000,225000,355000.0,216448.60821913363,0.6097,-0.6741,36000.0,7717.0,0,0.6197,2,220000
2,22,0,66,5,7,35,255000,320000,325000,270000,292500.0,35237.29085310995,0.1205,-0.2031,-5000.0,8125.0,0,0.8718,0,255000
6,50,0,18,3,9,27,357500,384000,455500,521000,429500.0,73716.80043698767,0.1716,-0.069,-56200.0,15339.0,0,0.8324,0,558500
3,25,0,19,4,5,20,340000,400000,330000,400000,367500.0,37749.17217635375,0.1027,-0.15,-11000.0,17500.0,1,0.9252,4,340000
4,18,2,51,7,2,14,683500,698500,665500,732500,695000.0,28407.745422683583,0.0409,-0.0215,-11400.0,46333.0,0,0.9835,3,797000
3,31,0,31,3,1,3,620000,555500,643500,756500,643875.0,83794.7641562407,0.1301,0.1161,-49750.0,160969.0,1,0.9629,1,607000
3,17,1,77,5,5,25,660000,780000,1000000,810000,812500.0,140801.27840328723,0.1733,-0.1538,-67000.0,31250.0,0,0.8123,3,660000
3,43,2,33,4,3,12,374500,364500,453500,660000,463125.0,137154.03445275192,0.2961,0.0274,-94550.0,35625.0,0,0.8086,3,557000
2,25,0,39,5,6,30,260000,260000,205000,185000,227500.0,38405.72873934304,0.1688,0.0,28000.0,7339.0,1,1.1429,1,260000
3,27,1,24,3,5,15,740000,700000,680000,575000,673750.0,70400.63920164361,0.1045,0.0571,51500.0,42109.0,1,1.0983,1,740000
5,17,1,44,5,5,25,460000,525000,505000,450000,485000.0,35823.64210034113,0.0739,-0.1238,5000.0,18654.0,0,0.9485,2,460000
6,29,0,24,5,3,15,0,0,110000,100000,52500.0,60759.087111860616,1.1573,0.0,-41000.0,3281.0,0,0.0,3,0
2,28,0,33,4,7,28,554000,416500,479500,599500,512375.0,80821.17606172283,0.1577,0.3301,-19950.0,17668.0,0,1.0812,2,543500
0,36,2,47,2,3,6,372000,302500,345500,489000,377250.0,79814.89000597988,0.2116,0.2298,-39400.0,53893.0,0,0.9861,2,367500
1,34,0,32,6,2,12,800500,909500,764500,728500,800750.0,78232.02668984103,0.0977,-0.1198,36100.0,61596.0,1,0.9997,1,824500
2,43,1,32,7,1,7,587000,625500,639000,653500,626250.0,28555.501513135197,0.0456,-0.0616,-21300.0,78281.0,0,0.9373,2,558500
4,35,2,6,5,11,55,1090000,610000,800000,675000,793750.0,212656.80489151215,0.2679,0.7869,105500.0,14174.0,1,1.3732,1,1090000
2,22,0,21,6,7,42,475000,225000,295000,0,248750.0,196442.31553647836,0.7897,1.1111,135500.0,5785.0,1,1.9095,4,475000
6,20,1,74,5,3,15,175000,130000,125000,150000,145000.0,22730.30282830976,0.1568,0.3462,8000.0,9062.0,0,1.2069,0,175000
5,22,2,6,5,8,40,725000,550000,740000,725000,685000.0,90277.35042633895,0.1318,0.3182,-19000.0,16707.0,1,1.0584,1,725000
3,50,1,10,3,6,18,701000,735500,776500,905000,779500.0,89176.79070251407,0.1144,-0.0469,-65300.0,41026.0,0,0.8993,2,732000
5,44,1,55,4,2,8,490000,517000,583000,672500,565625.0,81256.15361312643,0.1437,-0.0522,-61350.0,62847.0,0,0.8663,3,589500
0,42,0,18,5,1,5,309000,404500,336500,349000,349750.0,40142.454666682585,0.1148,-0.2361,-5200.0,58292.0,0,0.8835,0,328500
7,26,1,17,2,6,12,620000,400000,150000,570000,435000.0,212053.45238091896,0.4875,0.55,40000.0,33462.0,1,1.4253,1,620000
1,34,2,1,5,11,55,930000,660000,710000,450000,687500.0,197040.60495238032,0.2866,0.4091,139000.0,12277.0,0,1.3527,2,930000
6,26,0,42,5,4,20,60000,60000,75000,0,48750.0,33260.336739125174,0.6822,0.0,16500.0,2321.0,1,1.2307,4,60000
2,29,2,55,5,4,20,579000,602500,838000,1044000,765875.0,219217.69051181368,0.2862,-0.039,-163050.0,36470.0,0,0.756,2,886000
6,43,0,18,4,8,32,407500,478500,461000,598500,486375.0,80620.89782845801,0.1658,-0.1484,-55550.0,14739.0,0,0.8378,0,489000
2,21,1,5,2,5,10,210500,202000,160500,280000,213250.0,49572.33771637834,0.2325,0.0421,-16700.0,19386.0,0,0.9871,2,255500
2,31,1,58,5,5,25,325000,310000,380000,350000,341250.0,30652.6235962492,0.0898,0.0484,-14500.0,13125.0,0,0.9524,3,325000
3,29,0,21,5,6,30,465000,435000,365000,460000,431250.0,46075.11982259695,0.1068,0.069,8500.0,13911.0,1,1.0783,4,465000
1,22,2,13,6,9,54,855000,700000,900000,825000,820000.0,85732.14099741123,0.1046,0.2214,-11000.0,14909.0,0,1.0427,3,855000
2,23,1,65,6,8,48,805000,365000,510000,905000,646250.0,251541.08345689112,0.3892,1.2055,-44500.0,13189.0,1,1.2456,4,805000
2,21,0,15,6,3,18,200000,190000,175000,170000,183750.0,13768.926368215254,0.0749,0.0526,10500.0,9671.0,1,1.0884,1,200000
4,17,2,58,3,1,3,683500,562500,700500,830500,694250.0,109661.22073610767,0.158,0.2151,-57900.0,173562.0,0,0.9845,2,810500
1,32,0,43,7,7,49,556500,708500,655000,642500,640625.0,62966.09537415089,0.0983,-0.2145,-20450.0,12812.0,1,0.8687,1,598500
0,28,1,16,5,3,15,400000,450000,340000,375000,391250.0,46255.63028792639,0.1182,-0.1111,18500.0,24453.0,1,1.0224,4,400000
7,40,1,49,3,6,18,259500,136000,157000,219000,192875.0,56695.6421017818,0.2939,0.9081,10050.0,10151.0,0,1.3454,0,220500
6,28,2,34,4,5,20,460000,460000,720000,495000,533750.0,125258.066939153,0.2347,0.0,-36500.0,25417.0,1,0.8618,1,460000
1,51,1,6,3,5,15,694500,484000,491500,497500,541875.0,101899.76692809458,0.188,0.4349,58350.0,33867.0,0,1.2817,0,381000
5,24,2,41,7,9,63,830000,545000,575000,725000,668750.0,133252.5797123643,0.1993,0.5229,28500.0,10449.0,1,1.2411,1,830000
2,25,1,2,4,8,32,375000,200000,290000,435000,325000.0,102388.15035605112,0.315,0.875,-27000.0,9848.0,0,1.1538,2,375000
0,21,1,43,5,6,30,470000,350000,495000,280000,398750.0,101355.39781712006,0.2542,0.3429,42500.0,12863.0,0,1.1787,0,470000
6,18,1,10,6,8,48,740000,580000,725000,675000,680000.0,72226.49560006817,0.1062,0.2759,5000.0,13878.0,1,1.0882,1,740000
4,21,2,20,6,9,54,875000,830000,800000,950000,863750.0,65239.94175349944,0.0755,0.0542,-19500.0,15705.0,1,1.013,4,875000
1,33,2,69,6,11,66,1419600,600000,1140000,380000,884900.0,478564.5619976473,0.5408,1.366,257880.0,13207.0,0,1.6042,0,1419600
3,25,2,12,4,5,20,575000,500000,475000,475000,506250.0,47324.236215002275,0.0935,0.15,32500.0,24107.0,0,1.1358,2,575000
6,32,1,18,5,6,30,470000,390000,150000,375000,346250.0,137318.06144859458,0.3966,0.2051,52500.0,11169.0,0,1.3574,2,470000
5,29,2,48,6,8,48,365000,415000,425000,350000,388750.0,36827.299656640585,0.0947,-0.1205,3500.0,7934.0,0,0.9389,0,365000
5,34,2,38,3,3,9,306000,388000,420000,375000,372250.0,48044.25043644661,0.1291,-0.2113,-23900.0,37225.0,0,0.822,3,269000
6,26,1,72,7,6,42,1110000,300000,545000,440000,598750.0,355302.1015042457,0.5934,2.7,176500.0,13924.0,1,1.8539,1,1110000
2,51,0,60,4,5,20,320000,423500,497000,512500,438250.0,87873.48860720167,0.2005,-0.2444,-65100.0,20869.0,1,0.7302,4,469000
5,51,2,20,5,7,35,250000,320000,920000,790000,570000.0,334564.3934033228,0.587,-0.2187,-222000.0,15833.0,0,0.4386,3,250000
5,18,0,39,5,6,30,406500,448500,534500,611500,500250.0,91317.66897302332,0.1825,-0.0936,-70100.0,16137.0,0,0.8126,2,581000
7,23,0,41,2,10,20,338000,259000,401500,379000,344375.0,62694.1982961741,0.1821,0.305,-26550.0,16399.0,0,0.9815,3,382500
6,51,2,9,6,1,6,354500,282000,368000,526500,382750.0,103005.25876543067,0.2691,0.2571,-60200.0,54679.0,0,0.9262,3,507000
6,25,2,11,4,6,24,460000,350000,610000,600000,505000.0,123962.35987858035,0.2455,0.3143,-68000.0,20200.0,1,0.9109,4,460000
2,36,1,19,3,4,12,522000,526500,442000,578500,517250.0,56339.003659395086,0.1089,-0.0085,-8500.0,39788.0,1,1.0092,1,476000
6,23,2,28,6,8,48,278000,327500,399500,387000,348000.0,56253.88875446746,0.1616,-0.1511,-39900.0,7102.0,0,0.7988,3,375000
2,40,0,24,4,6,24,497000,465500,443000,475500,470250.0,22422.087324778662,0.0477,0.0677,8700.0,18810.0,1,1.0569,1,365500
6,19,0,68,4,3,12,451000,487000,504500,528500,492750.0,32620.290209213854,0.0662,-0.0739,-25000.0,37904.0,0,0.9153,2,552500
2,43,2,48,3,9,27,494000,449000,561000,751000,563750.0,133044.79195619296,0.236,0.1002,-88300.0,20134.0,1,0.8763,1,692000
5,51,1,50,7,2,14,355500,280500,355500,603500,398750.0,141004.43255444136,0.3536,0.2674,-81900.0,26583.0,0,0.8915,2,602500
3,20,0,57,5,1,5,634500,514500,699000,799000,661750.0,119234.01360350157,0.1802,0.2332,-67800.0,110292.0,0,0.9588,2,653500
3,26,0,13,5,6,30,270000,350000,400000,325000,336250.0,54064.00527769531,0.1608,-0.2286,-21500.0,10847.0,1,0.803,4,270000
7,28,0,2,4,1,4,130500,109000,64000,79000,95625.0,29842.293812641146,0.3121,0.1972,19950.0,19125.0,0,1.3647,2,19500
2,23,2,10,6,8,48,675000,570000,710000,575000,632500.0,70769.57915187381,0.1119,0.1842,16000.0,12908.0,0,1.0672,3,675000
1,32,2,32,7,8,56,1000000,765000,710000,750000,806250.0,131236.11037617148,0.1628,0.3072,80500.0,14145.0,0,1.2403,0,1000000
4,33,2,57,3,10,30,609500,719000,731000,892000,737875.0,116387.55302866368,0.1577,-0.1523,-85950.0,23802.0,0,0.826,3,890500
1,42,1,30,6,9,54,590000,770000,790000,870000,755000.0,118180.65267490558,0.1565,-0.2338,-86000.0,13727.0,1,0.7815,4,590000
3,27,0,15,3,4,12,400000,660000,475000,520000,513750.0,109344.63864314518,0.2128,-0.3939,-17500.0,39519.0,0,0.7786,3,400000
5,26,1,14,5,9,45,425000,580000,360000,350000,428750.0,106173.99242124535,0.2476,-0.2672,44500.0,9321.0,0,0.9913,2,425000
5,34,2,31,7,6,42,320000,175000,400000,200000,273750.0,105307.0906128041,0.3847,0.8286,13500.0,6366.0,0,1.1689,3,320000
5,23,2,66,5,9,45,415000,478500,445500,721000,515000.0,139759.9131844798,0.2714,-0.1327,-88500.0,11196.0,0,0.8058,0,653000
1,24,2,35,2,4,8,711500,819500,827500,1058000,854125.0,145847.7373838895,0.1708,-0.1318,-104750.0,94903.0,0,0.833,2,987500
0,25,0,44,5,6,30,550000,510000,300000,200000,390000.0,167531.09164172082,0.4296,0.0784,126000.0,12581.0,1,1.4103,4,550000
6,35,1,48,5,7,35,600000,25000,30000,670000,331250.0,351908.4871572911,1.0624,22.9991,-21500.0,9201.0,0,1.8113,0,600000
3,40,1,8,7,2,14,494500,434500,264500,372500,391500.0,98231.02021934482,0.2509,0.1381,53600.0,26100.0,1,1.2631,4,451000
6,25,2,24,5,5,25,475000,650000,600000,575000,575000.0,73598.00721939871,0.128,-0.2692,-25000.0,22115.0,0,0.8261,2,475000
2,41,2,6,4,6,24,450500,453000,594500,712000,552500.0,125841.83194258841,0.2278,-0.0055,-92600.0,22100.0,0,0.8154,0,550000
2,21,2,21,4,8,32,980000,1030000,1000000,1015000,1006250.0,21360.00936329383,0.0212,-0.0485,-7500.0,30492.0,1,0.9739,1,980000
5,35,1,19,2,4,8,353000,353500,422000,565500,423500.0,100060.81484110883,0.2363,-0.0014,-70600.0,47056.0,0,0.8335,3,363000
3,25,1,31,3,9,27,25000,25000,30000,650000,182500.0,311675.57919520524,1.7078,0.0,-188000.0,6518.0,1,0.137,4,25000
0,17,0,15,5,3,15,630000,650000,325000,375000,495000.0,168868.78535320453,0.3411,-0.0308,109000.0,30938.0,0,1.2727,0,630000
2,45,2,60,7,6,42,472000,509000,615000,516500,528125.0,61096.06506696373,0.1157,-0.0727,-23950.0,12282.0,1,0.8937,1,383500
2,23,1,62,3,3,9,387000,429000,510000,613000,484750.0,99580.36955143318,0.2054,-0.0979,-75900.0,48475.0,0,0.7983,3,577500
0,22,0,82,6,2,12,210000,250000,320000,220000,250000.0,49665.5480858378,0.1987,-0.16,-10000.0,19231.0,0,0.84,3,210000
2,27,0,31,3,6,18,75000,115000,140000,125000,113750.0,27801.37886268713,0.2444,-0.3478,-17500.0,5987.0,0,0.6593,3,75000
5,26,2,6,7,6,42,290000,775000,350000,300000,428750.0,232320.7194088953,0.5419,-0.6258,39500.0,9971.0,0,0.6764,0,290000
5,30,2,23,6,9,54,380000,1110000,1110000,320000,730000.0,439469.37701429584,0.602,-0.6577,18000.0,13273.0,0,0.5205,2,380000
6,45,0,66,6,1,6,696000,687000,757000,911500,762875.0,103847.94573477769,0.1361,0.0131,-71650.0,108982.0,1,0.9123,4,727000
7,20,0,24,3,9,27,278500,265000,228000,228500,250000.0,25713.161351079852,0.1029,0.0509,18700.0,8929.0,0,1.114,3,138000
1,36,0,25,7,8,56,660000,25000,30000,700000,353750.0,377080.34068794054,1.0659,25.399,-12500.0,6206.0,1,1.8657,4,660000
2,32,1,14,4,8,32,350000,310000,350000,350000,340000.0,20000.0,0.0588,0.129,-4000.0,10303.0,1,1.0294,1,350000
5,17,1,4,3,5,15,160000,440000,360000,445000,351250.0,133315.10292036182,0.3795,-0.6364,-77500.0,21953.0,1,0.4555,1,160000
2,19,0,15,2,4,8,551000,518000,512000,410500,497875.0,60721.186582608876,0.122,0.0637,42750.0,55319.0,0,1.1067,0,476000
7,26,2,16,5,10,50,227000,216500,262500,192500,224625.0,29087.1535217869,0.1295,0.0485,5750.0,4404.0,0,1.0106,3,245500
6,20,0,53,6,6,36,422500,483500,544500,508000,489625.0,51290.63429776109,0.1048,-0.1262,-31750.0,13233.0,1,0.8629,1,560500
6,40,2,20,5,3,15,438500,406500,412000,406000,415750.0,15408.331079862824,0.0371,0.0787,9200.0,25984.0,0,1.0547,0,496500
2,18,2,60,5,1,5,491500,589000,703500,519000,575750.0,94541.43712327062,0.1642,-0.1655,-19700.0,95958.0,1,0.8537,1,482500
4,30,1,48,2,10,20,691500,747500,760500,884000,770875.0,81141.20921784031,0.1053,-0.0749,-59050.0,36708.0,0,0.897,3,816500
2,40,2,9,5,4,20,328500,402500,462500,558500,438000.0,97247.10792614863,0.222,-0.1839,-75000.0,20857.0,0,0.75,3,597500
4,35,0,50,2,1,2,693000,762000,776500,1049000,820125.0,156871.6965123622,0.1913,-0.0906,-108250.0,273375.0,0,0.845,3,885500
0,45,2,55,5,3,15,381500,278500,292500,388000,335125.0,57647.4558559757,0.172,0.3698,-3350.0,20945.0,1,1.1384,1,302500
7,50,2,65,7,2,14,483000,425500,476500,568000,488250.0,59057.17568594014,0.121,0.1351,-30600.0,32550.0,0,0.9892,0,572000
1,28,1,20,5,8,40,791000,899500,887500,961500,884875.0,70485.66639159103,0.0797,-0.1206,-49950.0,21582.0,0,0.8939,0,917000
2,26,0,27,5,7,35,400000,450000,400000,370000,405000.0,33166.247903554,0.0819,-0.1111,14000.0,11250.0,0,0.9877,3,400000
6,41,0,22,6,3,18,275000,400000,260000,560000,373750.0,139126.74077976527,0.3722,-0.3125,-71500.0,19671.0,1,0.7358,4,275000
1,29,2,37,6,10,60,930000,830000,910000,825000,873750.0,54064.00527769531,0.0619,0.1205,23500.0,14324.0,0,1.0644,0,930000
2,17,0,22,6,4,24,220000,200000,0,200000,155000.0,103762.54944182253,0.6694,0.1,26000.0,6200.0,1,1.4193,1,220000
4,34,2,48,6,9,54,825000,1293800,1389900,530000,1009675.0,403935.23717711645,0.4001,-0.3623,78890.0,18358.0,0,0.8171,3,825000
0,30,0,3,4,10,40,224500,259000,268500,324500,269125.0,41475.64546413554,0.1541,-0.1332,-30950.0,6564.0,1,0.8342,4,328500
6,29,0,16,5,5,25,310000,330000,210000,250000,275000.0,55075.70547286102,0.2003,-0.0606,30000.0,10577.0,1,1.1273,1,310000
2,24,0,25,4,2,8,408500,332000,455500,423000,404750.0,52329.88311344357,0.1293,0.2304,-16700.0,44972.0,0,1.0093,2,394000
4,34,0,6,2,10,20,607500,535500,608000,724000,618750.0,77996.26059412507,0.1261,0.1345,-42200.0,29464.0,1,0.9818,1,698000
5,35,0,10,2,4,8,309500,277000,363000,415500,341250.0,60888.559407056644,0.1784,0.1173,-40400.0,37917.0,0,0.907,0,386000
7,25,0,4,6,2,12,252000,237000,255500,413500,289500.0,83055.20252619138,0.2869,0.0633,-50300.0,22269.0,1,0.8705,1,286500
2,22,2,78,4,4,16,380000,575000,290000,560000,451250.0,139306.31715755034,0.3087,-0.3391,-25500.0,26544.0,0,0.8421,2,380000
0,40,2,40,5,6,30,310500,324000,315000,299500,312250.0,10185.77439373168,0.0326,-0.0417,4200.0,10073.0,0,0.9944,3,219500
2,27,2,3,5,7,35,625000,875000,570000,725000,698750.0,133876.49781297188,0.1916,-0.2857,500.0,19410.0,0,0.8945,0,625000
0,19,0,15,2,4,8,346500,279500,353500,514000,373375.0,99507.43272071019,0.2665,0.2397,-57650.0,41486.0,0,0.928,0,464000
3,49,2,12,4,9,36,645000,727500,669500,834500,719125.0,84337.98570829951,0.1173,-0.1134,-51050.0,19436.0,1,0.8969,4,785000
6,41,1,14,7,8,56,720000,230000,450000,465000,466250.0,200390.24427351746,0.4298,2.1304,54500.0,8180.0,1,1.5442,1,720000
0,49,0,57,7,7,49,145500,155500,184000,192500,169375.0,22443.911572332185,0.1325,-0.0643,-16950.0,3388.0,1,0.859,4,110000
5,28,0,26,2,9,18,429500,444500,478000,461500,453375.0,20985.610149179207,0.0463,-0.0337,-12950.0,23862.0,1,0.9473,1,411000
3,29,2,13,5,9,45,430000,635000,745000,375000,546250.0,173415.4452944335,0.3175,-0.3228,5500.0,11875.0,0,0.7872,3,430000
5,30,2,2,6,10,60,540000,710000,570000,25000,461250.0,300121.5031727428,0.6507,-0.2394,168500.0,7561.0,0,1.1707,2,540000
1,33,1,23,7,10,70,1140000,1293800,1125000,695000,1063450.0,257206.03284785783,0.2419,-0.1189,150380.0,14978.0,0,1.072,3,1140000
4,45,0,14,6,10,60,692000,721500,776000,926000,778875.0,104072.39067110932,0.1336,-0.0409,-75650.0,12768.0,1,0.8885,4,807000
4,36,2,62,6,10,60,580000,425000,600000,525000,532500.0,78368.78630339165,0.1472,0.3647,-1000.0,8730.0,0,1.0892,2,580000
5,41,1,14,5,9,45,400000,335000,440000,300000,368750.0,63031.07699116894,0.1709,0.194,19500.0,8016.0,0,1.0847,3,400000
2,33,0,45,7,9,63,594500,621000,607500,685000,627000.0,40151.79531062922,0.064,-0.0427,-25800.0,9797.0,0,0.9482,2,635500
5,50,2,8,7,9,63,631000,529000,559500,662000,595375.0,61645.998788783254,0.1035,0.1928,-12350.0,9303.0,0,1.0598,2,724000
1,50,0,29,5,1,5,830500,838000,921000,1000000,897375.0,79765.67244121997,0.0889,-0.0089,-59150.0,149562.0,0,0.9255,3,1018000
0,28,0,56,7,8,56,316500,320500,404500,446500,372000.0,64132.67497929585,0.1724,-0.0125,-47400.0,6526.0,1,0.8508,4,344500
3,18,2,49,4,2,8,595500,628500,686000,727500,659375.0,58830.79550711515,0.0892,-0.0525,-45350.0,73264.0,0,0.9031,3,633000
6,37,1,18,7,4,28,350000,525000,575000,415000,466250.0,102337.26919684083,0.2195,-0.3333,-24500.0,16078.0,0,0.7507,3,350000
0,48,0,10,3,6,18,306500,278000,332500,360000,319250.0,35120.032270296484,0.11,0.1025,-21500.0,16803.0,1,0.9601,4,324000
5,24,2,23,6,8,48,640000,270000,360000,595000,466250.0,179414.55719459703,0.3848,1.3704,4500.0,9515.0,0,1.3727,3,640000
5,24,2,47,6,10,60,395000,420000,1300000,500000,653750.0,433154.6105799483,0.6626,-0.0595,-119500.0,10717.0,0,0.6042,3,395000
2,26,1,38,4,7,28,1320000,1293800,1200000,630000,1110950.0,324745.4541637188,0.2923,0.0203,216380.0,38309.0,1,1.1882,1,1320000
6,34,0,3,6,5,30,370000,400000,320000,275000,341250.0,55132.41635674363,0.1616,-0.075,36500.0,11008.0,0,1.0842,2,370000
3,20,0,16,4,4,16,500000,460000,250000,420000,407500.0,109962.11468804456,0.2698,0.087,45000.0,23971.0,1,1.227,1,500000
4,31,1,22,6,8,48,640000,755000,635000,600000,657500.0,67391.88873051909,0.1025,-0.1523,24000.0,13418.0,0,0.9734,0,640000
0,28,0,23,4,2,8,200000,225000,180000,155000,190000.0,29720.924166878343,0.1564,-0.1111,18000.0,21111.0,0,1.0526,2,200000
5,24,2,55,3,10,30,402000,485500,523000,605000,503875.0,84277.69080051177,0.1673,-0.172,-64650.0,16254.0,1,0.7978,4,597500
6,17,1,55,6,8,48,740000,700000,550000,640000,657500.0,82613.55820929153,0.1256,0.0571,45000.0,13418.0,1,1.1255,1,740000
4,30,2,14,7,11,77,1250000,875000,620000,465000,802500.0,342892.11131199857,0.4273,0.4286,261000.0,10288.0,0,1.5576,2,1250000
5,34,0,19,3,6,18,80000,50000,150000,130000,102500.0,45734.742446707474,0.4462,0.6,-25000.0,5395.0,1,0.7805,1,80000
2,20,0,58,4,6,24,90000,230000,150000,225000,173750.0,66755.14961409345,0.3842,-0.6087,-32500.0,6950.0,0,0.518,2,90000
0,26,0,37,5,6,30,110000,245000,250000,140000,186250.0,71807.03308172536,0.3855,-0.551,-9500.0,6008.0,0,0.5906,3,110000
3,19,2,59,6,9,54,634000,652500,761500,1076000,781000.0,204553.5789632307,0.2619,-0.0284,-143500.0,14200.0,0,0.8118,0,1011000
0,19,1,32,5,5,25,25000,290000,300000,400000,253750.0,160383.654611892,0.6321,-0.9138,-113500.0,9760.0,1,0.0985,1,25000
1,22,0,35,7,10,70,994000,1037000,1008500,1186000,1056375.0,88243.38974299056,0.0835,-0.0415,-54750.0,14879.0,1,0.941,4,1201500
7,17,1,83,2,2,4,530000,550000,480000,530000,522500.0,29860.788111948194,0.0571,-0.0364,7000.0,104500.0,0,1.0144,3,530000
0,21,0,31,5,2,10,0,390000,405000,325000,280000.0,189868.37546047525,0.6781,-1.0,-99000.0,25455.0,1,0.0,4,0
2,21,1,13,3,6,18,345000,725000,650000,480000,550000.0,170831.30080091686,0.3106,-0.5241,-33000.0,28947.0,0,0.6273,2,345000
6,52,1,84,5,4,20,685000,650000,775000,625000,683750.0,65622.02374203343,0.096,0.0538,5500.0,32560.0,0,1.0018,3,685000
2,26,0,19,5,9,45,534000,440000,435500,521500,482750.0,52243.81941116735,0.1082,0.2136,4200.0,10495.0,0,1.1062,3,556000
