usia,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,app_helpful_score,src_gojek,src_grab,src_instagram___tiktok___youtube,src_maxim,src_projects_co_id,src_shopee___tokopedia___tiktok_shop,src_shopeefood,src_upwork,src_website_freelance_seperti_fiverr,src_whatsapp___kenalan___pelanggan_langsung,ramai_akhir_bulan___tanggal_gajian,ramai_akhir_pekan___sabtu_minggu,ramai_awal_bulan,ramai_harbolnas___flash_sale_online___tanggal_,ramai_ramadan___menjelang_lebaran,ramai_saat_ada_promo_dari_aplikasi,ramai_saat_cuaca_bagus,fluk_ada_atau_tidaknya_promo_dari_aplikasi,fluk_akhir_pekan_atau_hari_libur,fluk_cuaca,fluk_jam_saya_bekerja,fluk_jumlah_pesanan_atau_project_yang_masuk,fluk_kondisi_fisik___capek___sakit,fluk_rating_atau_ulasan_pelanggan,fluk_tanggal_gajian___akhir_bulan,monthly_income,income_volatility,income_cv,income_trend,is_income_growing,total_jam_seminggu,income_per_jam_est,experience_months_log,gig_type_content_creator,gig_type_freelancer_desain,gig_type_freelancer_it,gig_type_jualan_online,gig_type_kurir,gig_type_ojek_online,gig_type_pekerja_harian,gig_type_tutor,domisili_code_bali,domisili_code_bandung,domisili_code_jabodetabek,domisili_code_jawa_barat_lainnya,domisili_code_jawa_tengah,domisili_code_jawa_timur,domisili_code_kalimantan,domisili_code_sulawesi,domisili_code_sumatera,experience_tier_junior,experience_tier_mid,experience_tier_senior
29,2,37,6,10,930000,830000,910000,825000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,3495000,54064.00527769531,0.061875757827682384,-105000,0,60,3858.9211618257264,3.6375861597263857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,2,3,7,4,570000,440000,560000,370000,0,4,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1940000,96781.54093971984,0.19954915750631408,-200000,0,28,5044.2477876106195,1.3862943611198906,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,1,39,6,6,400000,425000,435000,400000,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1660000,17795.130420052184,0.04287972901282692,0,0,36,2758.6206896551726,3.6888794541139363,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30,0,4,6,4,325000,300000,315000,300000,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1240000,12247.44871391589,0.03950777163272341,-25000,0,24,3350.5154639175257,1.6094379124341003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
19,2,2,5,7,440000,470000,570000,330000,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1810000,98784.27675158295,0.21830731147905297,-110000,0,35,3120.567375886525,1.0986122886681096,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
25,0,5,5,3,450000,225000,275000,425000,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1375000,110632.65039459793,0.3218395012511904,-25000,0,15,7377.049180327869,1.791759469228055,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,0,64,4,6,490000,455000,315000,930000,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2190000,265973.05627951614,0.48579464928742805,440000,1,24,5051.546391752578,4.174387269895637,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,1,4,4,7,580000,1273200,400000,1342800,4,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3596000,478799.22027226957,0.5325903088787104,762800,1,28,5132.743362831859,1.6094379124341003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33,1,20,6,7,360000,355000,325000,425000,4,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1465000,42106.01698886593,0.11496492020189959,65000,1,42,2130.1775147928993,3.044522437723423,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
28,2,24,3,4,700000,650000,615000,625000,1,4,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2590000,37969.285832981725,0.05863973311698627,-75000,0,12,14285.714285714286,3.2188758248682006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,2,45,7,10,325000,720000,490000,765000,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2300000,205629.115966911,0.3576152319159636,440000,1,70,1156.5836298932384,3.828641396489095,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29,0,16,5,5,310000,330000,210000,250000,1,5,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1100000,55075.70547286102,0.2002745643574424,-60000,0,25,3069.3069306930693,2.833213344056216,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28,1,22,4,3,340000,310000,400000,170000,3,4,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1220000,97467.94344808965,0.3195659799413433,-170000,0,12,6938.775510204082,3.1354942159291497,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23,2,8,5,10,260000,250000,350000,590000,4,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1450000,158192.92019556375,0.43639305876553103,330000,1,50,1293.5323383084576,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32,1,14,5,6,310000,225000,270000,200000,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1005000,48712.592485584944,0.1938801934542945,-110000,0,30,2561.9834710743803,2.70805020110221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
35,2,45,6,8,1130000,805000,770000,925000,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3630000,162506.4101299802,0.17907022706308887,-205000,0,48,5854.922279792746,3.828641396489095,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,2,78,6,10,670000,360000,475000,420000,1,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1925000,134311.51601159645,0.27908828451597284,-250000,0,60,2780.082987551867,4.3694478524670215,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
21,0,2,3,5,18400,225000,260000,275000,4,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,778400,119320.18549544191,0.6131529925100174,256600,1,15,301.6393442622951,1.0986122886681096,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
30,1,20,5,8,450000,450000,410000,380000,0,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1690000,34034.29642777023,0.08055435709683581,-70000,0,40,2795.031055900621,3.044522437723423,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
27,2,7,4,5,980000,375000,860000,300000,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2515000,341232.4476560418,0.5427147593499523,-680000,0,20,12098.765432098766,2.0794415416798357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22,1,17,6,5,275000,370000,500000,220000,4,5,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1365000,122635.97895125774,0.3593717789874835,-55000,0,30,2272.7272727272725,2.8903717578961645,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
45,0,35,6,6,270000,200000,225000,250000,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,945000,30379.543555930308,0.12859011625741398,-20000,0,36,1862.0689655172414,3.58351893845611,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,2,1,5,9,790000,875000,825000,775000,4,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3265000,44417.5265707881,0.05441650493633465,-15000,0,45,4364.640883977901,0.6931471805599453,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25,2,81,6,7,925000,870000,870000,775000,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3440000,62316.396986133055,0.07246084247126812,-150000,0,42,5473.372781065089,4.406719247264253,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
21,2,20,6,9,875000,830000,800000,950000,4,5,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3455000,65239.94175349944,0.07553095944722431,75000,1,54,4032.2580645161293,3.044522437723423,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21,0,9,3,4,175000,325000,270000,6800,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,776800,139453.31357363533,0.7180875153765188,-168200,0,12,3571.4285714285716,2.302585092994046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
26,1,42,3,9,440000,440000,450000,540000,0,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1870000,48562.67428111155,0.10387715594429006,100000,1,27,4036.697247706422,3.7612001156935624,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23,1,65,6,8,805000,365000,510000,905000,4,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2585000,251541.08345689112,0.3892312483182094,100000,1,48,4170.984455958549,4.189654742026425,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17,1,5,4,9,310000,425000,350000,430000,4,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1515000,58647.96103304302,0.1548456929038947,120000,1,36,2137.9310344827586,1.791759469228055,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,0,8,6,6,550000,250000,580000,280000,4,5,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1660000,174068.9518552921,0.41944224677842246,-270000,0,36,3793.103448275862,2.1972245773362196,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24,1,41,3,2,375000,810000,500000,625000,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,2310000,185584.6617225321,0.32135816513310295,250000,1,6,15000.0,3.7376696182833684,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26,2,44,5,10,1050000,1150000,1075000,680000,4,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,3955000,210173.5394065263,0.21256467948606506,-370000,0,50,5223.880597014925,3.8066624897703196,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
32,1,52,3,6,705000,300000,700000,325000,1,4,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2030000,225407.0392275568,0.44415092625937047,-380000,0,18,9657.534246575342,3.970291913552122,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
35,1,29,7,8,700000,850000,930000,790000,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3270000,97082.43919473799,0.11875513203621524,90000,1,56,3111.1111111111113,3.4011973816621555,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38,0,28,6,9,125000,200000,10000,150000,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,485000,80454.43845224865,0.6635362879666861,25000,1,54,576.036866359447,3.367295829986474,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,2,80,7,10,1336200,980000,1175000,760000,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4251200,248917.71063278455,0.23420914228795847,-576200,0,70,4755.160142348755,4.394449154672439,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35,0,38,6,8,18400,260000,250000,150000,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,678400,112371.28933436096,0.6625626578520231,131600,1,48,95.33678756476684,3.6635616461296463,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
43,2,84,4,5,18400,20000,300000,15000,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,353400,141115.40194701168,1.5972134095484112,-3400,0,20,227.1604938271605,4.442651256490317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28,2,34,4,5,460000,460000,720000,495000,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,2135000,125258.066939153,0.23467509557668836,35000,1,20,5679.0123456790125,3.5553480614894135,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36,1,16,6,5,775000,470000,690000,875000,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2810000,172457.72428820538,0.24549107302082898,100000,1,30,6404.9586776859505,2.833213344056216,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,0,3,5,8,640000,640000,450000,675000,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2405000,102174.27921611843,0.1699361484905945,35000,1,40,3975.1552795031057,1.3862943611198906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20,0,16,4,4,500000,460000,250000,420000,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1630000,109962.11468804456,0.269845018019697,-80000,0,16,7692.307692307692,2.833213344056216,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,2,11,5,10,790000,685000,940000,950000,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3365000,127303.77056474015,0.15132673906448865,160000,1,50,3930.3482587064677,2.4849066497880004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33,2,69,6,11,1336200,600000,1140000,380000,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,3456200,448367.7173927668,0.5189134870427403,-956200,0,66,5042.264150943396,4.248495242049359,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22,0,30,6,3,530000,550000,450000,460000,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1990000,49916.59710623979,0.1003346668775335,-70000,0,18,7260.273972602739,3.4339872044851463,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,2,20,6,11,870000,1050000,1090000,300000,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3310000,364451.64288283844,0.4404244138470388,-570000,0,66,3283.0188679245284,3.044522437723423,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34,2,56,7,9,780000,375000,570000,625000,1,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,2350000,167257.28683677732,0.28469276960682166,-155000,0,63,3083.00395256917,4.04305126783455,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
29,2,13,5,9,430000,635000,745000,375000,3,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2185000,173415.4452944335,0.3174647649055718,-55000,0,45,2375.6906077348067,2.639057329615259,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,0,19,4,5,340000,400000,330000,400000,4,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1470000,37749.17217635375,0.10271855634774803,60000,1,20,4197.530864197531,2.995732273553991,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26,1,1,4,6,750000,1270000,1350000,1025000,3,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4395000,270504.92909865186,0.24619311299707747,275000,1,24,7731.958762886598,0.6931471805599453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
19,0,30,3,5,245000,250000,250000,240000,1,5,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,985000,4787.13553878169,0.019440065375497726,-5000,0,15,4016.3934426229507,3.4339872044851463,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
25,2,25,5,5,625000,475000,725000,425000,3,5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2250000,137689.26368215255,0.24478047804742134,-200000,0,25,6188.118811881188,3.258096538021482,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28,1,72,4,3,370000,375000,410000,375000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1530000,18484.22751068236,0.048324651466747436,5000,1,12,7551.0204081632655,4.290459441148391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,0,4,3,5,230000,100000,190000,230000,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,750000,61305.2471924984,0.3269595745755937,0,0,15,3770.4918032786886,1.6094379124341003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
25,1,29,6,4,625000,450000,475000,925000,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2475000,218303.11495716227,0.3528125448801897,300000,1,24,6443.298969072165,3.4011973816621555,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,2,77,5,10,910000,975000,400000,370000,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2655000,323196.92139622866,0.4869249483559779,-540000,0,50,4527.363184079602,4.356708826689592,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19,0,17,4,6,18400,630000,240000,175000,3,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1063400,259973.50506029135,0.977891770428892,156600,1,24,189.69072164948454,2.8903717578961645,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25,1,21,4,6,220000,205000,220000,150000,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,795000,33260.336739125174,0.167346764238294,-70000,0,24,2268.041237113402,3.091042453358316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
36,2,62,6,10,580000,425000,600000,525000,2,5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,2130000,78368.78630339165,0.14717115329997812,-55000,0,60,2406.639004149378,4.143134726391533,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18,1,63,3,3,170000,345000,260000,230000,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1005000,72844.01142166732,0.28992525968719457,60000,1,9,4594.594594594595,4.1588830833596715,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25,2,11,4,6,460000,350000,610000,600000,4,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2020000,123962.35987858035,0.24546953348326112,140000,1,24,4742.268041237114,2.4849066497880004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25,1,9,4,5,500000,605000,605000,450000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2160000,77781.74593052022,0.1440400035009569,-50000,0,20,6172.83950617284,2.302585092994046,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
21,2,19,5,8,330000,325000,290000,200000,1,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1145000,60190.669265814504,0.21027234582871152,-130000,0,40,2049.6894409937886,2.995732273553991,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23,2,43,3,5,210000,220000,205000,200000,1,5,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,835000,8539.125638299665,0.04090579512577025,-10000,0,15,3442.622950819672,3.784189633918261,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21,1,24,4,7,620000,600000,490000,130000,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1840000,227303.0282830976,0.49413594379816045,-490000,0,28,5486.725663716814,3.2188758248682006,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,2,23,6,9,380000,1110000,1110000,320000,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2920000,439469.37701429584,0.6020120205510621,-60000,0,54,1751.152073732719,3.1780538303479458,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
34,1,17,6,7,280000,525000,400000,680000,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1885000,171385.28719428243,0.3636815353055642,400000,1,42,1656.8047337278106,2.8903717578961645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24,1,25,4,3,540000,20000,20000,350000,1,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,930000,257342.18464915542,1.1068433454013333,-190000,0,12,11020.408163265307,3.258096538021482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34,1,15,4,4,225000,215000,100000,100000,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,640000,69402.20937885671,0.4337610976109944,-125000,0,16,3461.5384615384614,2.772588722239781,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17,0,14,4,7,560000,160000,240000,180000,3,3,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1140000,186458.21694595995,0.6542370621364836,-380000,0,28,4955.7522123893805,2.70805020110221,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,1,15,4,4,355000,250000,350000,225000,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1180000,67206.1505121865,0.2278166871033878,-130000,0,16,5461.538461538462,2.772588722239781,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17,1,55,6,8,740000,700000,550000,640000,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2630000,82613.55820929153,0.12564780617716403,-100000,0,48,3834.1968911917097,4.02535169073515,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22,1,3,3,4,240000,185000,200000,260000,4,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,885000,34731.10997362451,0.15697605874605994,20000,1,12,4897.959183673469,1.3862943611198906,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34,2,31,7,6,320000,175000,400000,200000,3,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1095000,105307.0906128041,0.38468203079734536,-120000,0,42,1893.491124260355,3.4657359027997265,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35,1,48,5,7,600000,25000,30000,670000,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1325000,351908.4871572911,1.0623620371177478,70000,1,35,4255.31914893617,3.8918202981106265,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,0,42,6,3,175000,395000,100000,440000,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1110000,165554.6234127375,0.5965910876455851,265000,1,18,2397.2602739726026,3.7612001156935624,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,2,18,5,7,290000,200000,410000,370000,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1270000,92870.87810503355,0.29250578141496736,80000,1,35,2056.7375886524824,2.9444389791664403,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,1,28,6,11,620000,275000,560000,650000,1,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,2105000,171628.231943349,0.32613378776163654,30000,1,66,2339.622641509434,3.367295829986474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25,1,6,5,9,480000,1100000,800000,1075000,3,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3455000,289694.5230180693,0.33539124471991266,595000,1,45,2651.9337016574586,1.9459101490553132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
23,2,18,7,8,240000,1070000,525000,600000,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,2435000,344392.58122090844,0.5657363704058119,360000,1,56,1066.6666666666667,2.9444389791664403,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17,2,48,7,9,550000,500000,580000,525000,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2155000,34247.87098005752,0.06356901607617901,-25000,0,63,2173.913043478261,3.8918202981106265,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
