usia,sumber_pekerjaan,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,waktu_ramai,faktor_fluktuasi,app_helpful_score,fitur_dibutuhkan,gig_type,domisili_code,src_gojek,src_grab,src_instagram___tiktok___youtube,src_maxim,src_projects_co_id,src_shopee___tokopedia___tiktok_shop,src_shopeefood,src_upwork,src_website_freelance_seperti_fiverr,src_whatsapp___kenalan___pelanggan_langsung,ramai_akhir_bulan___tanggal_gajian,ramai_akhir_pekan___sabtu_minggu,ramai_awal_bulan,ramai_harbolnas___flash_sale_online___tanggal_,ramai_ramadan___menjelang_lebaran,ramai_saat_ada_promo_dari_aplikasi,ramai_saat_cuaca_bagus,fluk_ada_atau_tidaknya_promo_dari_aplikasi,fluk_akhir_pekan_atau_hari_libur,fluk_cuaca,fluk_jam_saya_bekerja,fluk_jumlah_pesanan_atau_project_yang_masuk,fluk_kondisi_fisik___capek___sakit,fluk_rating_atau_ulasan_pelanggan,fluk_tanggal_gajian___akhir_bulan,fitur_pengingat_kalau_penghasilan_sedang_turun,fitur_perkiraan_penghasilan_minggu_depan,fitur_ringkasan_pemasukan_dan_pengeluaran,fitur_saran_batas_pengeluaran_minggu_ini,fitur_saran_menabung
21,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,8,3,6,125000,100000,260000,125000,3,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",tutor,bandung,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
17,ShopeeFood,2,21,7,10,635000,675000,660000,770000,4,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Ada atau tidaknya promo dari aplikasi",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",kurir,jawa_tengah,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
17,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,2,3,2,100000,16800,175000,130000,3,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Saran menabung, Pengingat kalau penghasilan sedang turun",tutor,sulawesi,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
36,"ShopeeFood, Grab",1,45,5,11,525000,515000,575000,570000,3,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Saran menabung",kurir,sulawesi,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
23,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,7,3,4,150000,120000,410000,165000,1,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Saran menabung, Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",tutor,jabodetabek,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
34,Grab,2,5,5,11,730000,650000,550000,920000,4,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",ojek_online,sumatera,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
22,Instagram / TikTok / YouTube,0,13,6,3,515000,525000,370000,450000,2,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,Ringkasan pemasukan dan pengeluaran,content_creator,jawa_barat_lainnya,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
35,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,65,6,5,340000,185000,300000,6800,4,"Awal bulan, Ramadan / menjelang Lebaran, Akhir bulan / tanggal gajian",Jumlah pesanan atau project yang masuk,4,"Saran menabung, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",jualan_online,kalimantan,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
27,ShopeeFood,2,22,6,7,600000,580000,570000,615000,0,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Cuaca, Ada atau tidaknya promo dari aplikasi",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",kurir,jawa_tengah,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
27,Grab,2,9,6,7,1325000,1175000,1350000,650000,1,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",3,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Saran menabung",ojek_online,jawa_timur,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1
24,WhatsApp / kenalan / pelanggan langsung,2,41,7,9,830000,545000,575000,725000,1,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",pekerja_harian,jawa_timur,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
25,Grab,2,19,6,9,600000,25000,715000,950000,1,"Harbolnas / flash sale online / tanggal kembar, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Cuaca",4,"Saran batas pengeluaran minggu ini, Saran menabung",kurir,jabodetabek,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
38,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",1,68,5,4,375000,325000,330000,330000,4,"Saat ada promo dari aplikasi, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,Saran batas pengeluaran minggu ini,jualan_online,bandung,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
22,Shopee / Tokopedia / TikTok Shop,0,82,6,2,210000,250000,320000,220000,3,"Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Saran menabung, Ringkasan pemasukan dan pengeluaran",content_creator,bandung,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
34,"Upwork, WhatsApp / kenalan / pelanggan langsung",2,21,6,6,610000,785000,570000,695000,1,"Akhir bulan / tanggal gajian, Awal bulan",Jumlah pesanan atau project yang masuk,3,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",freelancer_it,sulawesi,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
44,WhatsApp / kenalan / pelanggan langsung,1,36,4,7,890000,960000,300000,750000,1,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Saran menabung, Saran batas pengeluaran minggu ini",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
25,"Projects.co.id, Website freelance seperti Fiverr",0,45,5,8,700000,680000,625000,660000,0,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,Ringkasan pemasukan dan pengeluaran,freelancer_it,jabodetabek,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
18,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,12,6,4,360000,420000,330000,330000,3,"Harbolnas / flash sale online / tanggal kembar, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",jualan_online,bali,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
18,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,16,3,3,25000,465000,510000,570000,3,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",3,Ringkasan pemasukan dan pengeluaran,tutor,jabodetabek,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
20,"Instagram / TikTok / YouTube, Website freelance seperti Fiverr",0,58,4,6,90000,230000,150000,225000,2,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",2,Saran batas pengeluaran minggu ini,freelancer_desain,kalimantan,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
31,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube",2,15,4,8,835000,740000,820000,720000,0,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",2,Saran batas pengeluaran minggu ini,jualan_online,bandung,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
20,Website freelance seperti Fiverr,2,10,3,7,610000,340000,350000,680000,4,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",freelancer_desain,jawa_tengah,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
31,"ShopeeFood, Grab",2,43,7,7,900000,880000,730000,900000,1,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Cuaca",3,"Pengingat kalau penghasilan sedang turun, Saran menabung",kurir,kalimantan,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
17,WhatsApp / kenalan / pelanggan langsung,2,37,5,9,1075000,500000,325000,375000,0,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",pekerja_harian,bandung,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
25,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,2,4,8,375000,200000,290000,435000,2,Awal bulan,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Saran batas pengeluaran minggu ini, Saran menabung, Perkiraan penghasilan minggu depan",freelancer_desain,jawa_barat_lainnya,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
36,WhatsApp / kenalan / pelanggan langsung,1,19,5,8,205000,270000,250000,410000,4,"Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",2,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
30,WhatsApp / kenalan / pelanggan langsung,2,47,5,8,920000,360000,650000,610000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",pekerja_harian,bandung,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
22,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube",1,17,5,7,385000,175000,150000,170000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",jualan_online,jabodetabek,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
22,"Instagram / TikTok / YouTube, Website freelance seperti Fiverr",0,21,6,7,475000,225000,295000,6800,4,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",freelancer_desain,bali,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
25,"ShopeeFood, Grab",1,19,6,7,725000,40000,40000,730000,4,"Harbolnas / flash sale online / tanggal kembar, Awal bulan","Jumlah pesanan atau project yang masuk, Cuaca",4,Ringkasan pemasukan dan pengeluaran,kurir,jabodetabek,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
17,WhatsApp / kenalan / pelanggan langsung,2,51,6,6,990000,825000,775000,1010000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",4,Ringkasan pemasukan dan pengeluaran,pekerja_harian,jawa_tengah,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
25,"Instagram / TikTok / YouTube, Projects.co.id",0,8,4,4,85000,100000,115000,95000,3,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,Ringkasan pemasukan dan pengeluaran,freelancer_desain,sumatera,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
23,WhatsApp / kenalan / pelanggan langsung,0,13,6,7,75000,105000,90000,70000,2,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",4,"Saran batas pengeluaran minggu ini, Saran menabung",jualan_online,jawa_tengah,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
32,Gojek,1,62,6,8,1336200,600000,680000,510000,0,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,5,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",ojek_online,jawa_timur,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
29,Shopee / Tokopedia / TikTok Shop,0,24,5,3,18400,16800,110000,100000,3,"Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",3,"Pengingat kalau penghasilan sedang turun, Saran menabung, Saran batas pengeluaran minggu ini",jualan_online,jawa_tengah,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1
31,"Gojek, Grab",1,10,7,9,845000,200000,795000,245000,0,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,Ringkasan pemasukan dan pengeluaran,ojek_online,sulawesi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
22,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,4,6,6,820000,1010000,830000,50000,4,Harbolnas / flash sale online / tanggal kembar,Jumlah pesanan atau project yang masuk,5,Pengingat kalau penghasilan sedang turun,jualan_online,jawa_tengah,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17,WhatsApp / kenalan / pelanggan langsung,2,53,6,8,920000,780000,610000,430000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,Saran batas pengeluaran minggu ini,pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,"Projects.co.id, WhatsApp / kenalan / pelanggan langsung",0,3,6,6,290000,325000,325000,310000,2,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Pengingat kalau penghasilan sedang turun, Saran menabung, Saran batas pengeluaran minggu ini",freelancer_desain,bali,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
39,Grab,2,13,7,7,670000,675000,570000,605000,3,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,Ringkasan pemasukan dan pengeluaran,kurir,jabodetabek,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
30,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop",0,21,5,5,350000,345000,350000,405000,0,Ramadan / menjelang Lebaran,Jumlah pesanan atau project yang masuk,3,"Saran batas pengeluaran minggu ini, Saran menabung",content_creator,jabodetabek,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
34,ShopeeFood,2,14,7,9,920000,400000,940000,570000,1,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Cuaca, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Saran menabung",kurir,jawa_tengah,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
24,"Gojek, Maxim",2,3,7,11,545000,470000,1350000,1240000,1,"Awal bulan, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Saran menabung, Perkiraan penghasilan minggu depan",ojek_online,sulawesi,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
28,Shopee / Tokopedia / TikTok Shop,1,57,7,6,390000,240000,250000,190000,4,"Saat ada promo dari aplikasi, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",4,"Saran batas pengeluaran minggu ini, Saran menabung",jualan_online,jabodetabek,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1
24,WhatsApp / kenalan / pelanggan langsung,2,18,7,8,820000,825000,245000,500000,2,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,"Pengingat kalau penghasilan sedang turun, Saran menabung",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
41,WhatsApp / kenalan / pelanggan langsung,2,18,6,8,525000,550000,570000,600000,0,"Ramadan / menjelang Lebaran, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",5,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",pekerja_harian,bandung,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0
32,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,37,6,7,210000,420000,425000,350000,3,"Ramadan / menjelang Lebaran, Harbolnas / flash sale online / tanggal kembar, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",jualan_online,bandung,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
40,Gojek,2,14,6,11,1080000,1125000,950000,990000,2,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",ojek_online,jawa_tengah,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0
25,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube",2,24,5,5,475000,650000,600000,575000,2,"Harbolnas / flash sale online / tanggal kembar, Akhir bulan / tanggal gajian, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Tanggal gajian / akhir bulan",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",jualan_online,sumatera,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1
23,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop",1,3,5,6,170000,145000,475000,195000,4,"Saat ada promo dari aplikasi, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,"Saran batas pengeluaran minggu ini, Saran menabung, Perkiraan penghasilan minggu depan",jualan_online,bali,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
19,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,28,5,5,350000,360000,405000,330000,1,"Harbolnas / flash sale online / tanggal kembar, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,Ringkasan pemasukan dan pengeluaran,content_creator,sumatera,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
28,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,6,4,8,410000,360000,400000,315000,4,Akhir bulan / tanggal gajian,Jumlah pesanan atau project yang masuk,5,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",freelancer_desain,bandung,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
30,Projects.co.id,1,8,3,9,425000,500000,900000,390000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",3,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",freelancer_it,jabodetabek,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
21,Projects.co.id,0,29,3,5,600000,600000,455000,480000,4,"Akhir bulan / tanggal gajian, Awal bulan",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Saran menabung",freelancer_desain,jabodetabek,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
25,"Instagram / TikTok / YouTube, Website freelance seperti Fiverr",2,11,6,5,850000,715000,1075000,1342800,0,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Saran menabung",freelancer_desain,jabodetabek,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
20,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",0,2,4,3,175000,220000,490000,490000,4,"Harbolnas / flash sale online / tanggal kembar, Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,2,Ringkasan pemasukan dan pengeluaran,content_creator,bandung,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22,Gojek,2,13,6,9,855000,700000,900000,825000,3,"Awal bulan, Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",ojek_online,jawa_barat_lainnya,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
29,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,16,5,4,505000,370000,600000,680000,4,"Saat ada promo dari aplikasi, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Akhir pekan atau hari libur",3,Ringkasan pemasukan dan pengeluaran,jualan_online,jawa_timur,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
23,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,31,5,4,425000,380000,340000,420000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",5,Ringkasan pemasukan dan pengeluaran,freelancer_desain,bali,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
23,Website freelance seperti Fiverr,2,69,6,5,785000,900000,1290000,875000,0,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",freelancer_it,jabodetabek,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
33,Shopee / Tokopedia / TikTok Shop,1,16,4,3,525000,570000,590000,530000,3,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",2,Saran menabung,jualan_online,bandung,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
