usia,sumber_pekerjaan,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,waktu_ramai,faktor_fluktuasi,app_helpful_score,fitur_dibutuhkan,src_gojek,src_grab,src_instagram___tiktok___youtube,src_maxim,src_projects_co_id,src_shopee___tokopedia___tiktok_shop,src_shopeefood,src_upwork,src_website_freelance_seperti_fiverr,src_whatsapp___kenalan___pelanggan_langsung,ramai_akhir_bulan___tanggal_gajian,ramai_akhir_pekan___sabtu_minggu,ramai_awal_bulan,ramai_harbolnas___flash_sale_online___tanggal_,ramai_ramadan___menjelang_lebaran,ramai_saat_ada_promo_dari_aplikasi,ramai_saat_cuaca_bagus,fluk_ada_atau_tidaknya_promo_dari_aplikasi,fluk_akhir_pekan_atau_hari_libur,fluk_cuaca,fluk_jam_saya_bekerja,fluk_jumlah_pesanan_atau_project_yang_masuk,fluk_kondisi_fisik___capek___sakit,fluk_rating_atau_ulasan_pelanggan,fluk_tanggal_gajian___akhir_bulan,fitur_pengingat_kalau_penghasilan_sedang_turun,fitur_perkiraan_penghasilan_minggu_depan,fitur_ringkasan_pemasukan_dan_pengeluaran,fitur_saran_batas_pengeluaran_minggu_ini,fitur_saran_menabung,monthly_income,income_volatility,income_cv,income_trend,is_income_growing,total_jam_seminggu,kapasitas_jam_bulanan,intensitas_kerja_rel,experience_months_log,exp_score,income_stability,gig_type_content_creator,gig_type_freelancer_desain,gig_type_freelancer_it,gig_type_jualan_online,gig_type_kurir,gig_type_ojek_online,gig_type_pekerja_harian,gig_type_tutor,domisili_code_bali,domisili_code_bandung,domisili_code_jabodetabek,domisili_code_jawa_barat_lainnya,domisili_code_jawa_tengah,domisili_code_jawa_timur,domisili_code_kalimantan,domisili_code_sulawesi,domisili_code_sumatera,experience_tier_junior,experience_tier_mid,experience_tier_senior
17,WhatsApp / kenalan / pelanggan langsung,2,37,5,9,1075000,500000,325000,375000,0,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2275000,345431.49344937655,0.6073510085246031,-700000,0,45,180,1.0465116279069768,3.6375861597263857,4.7288620076443015,volatil,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
25,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,2,4,8,375000,200000,290000,435000,2,Awal bulan,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Saran batas pengeluaran minggu ini, Saran menabung, Perkiraan penghasilan minggu depan",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1300000,102388.15035605112,0.31503949328171643,60000,1,32,128,1.28,1.0986122886681096,1.0986122886681096,sedang,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36,WhatsApp / kenalan / pelanggan langsung,1,19,5,8,205000,270000,250000,410000,4,"Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",2,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1135000,88447.25358464595,0.3117072841492927,205000,1,40,160,0.9302325581395349,2.995732273553991,2.995732273553991,sedang,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
30,WhatsApp / kenalan / pelanggan langsung,2,47,5,8,920000,360000,650000,610000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2540000,229274.2171869019,0.3610611907491514,-310000,0,40,160,0.9302325581395349,3.8712010109078907,5.032561314180258,volatil,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
22,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube",1,17,5,7,385000,175000,150000,170000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,880000,110529.03087726168,0.5024024021584524,-215000,0,35,140,1.1290322580645162,2.8903717578961645,2.8903717578961645,volatil,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22,"Instagram / TikTok / YouTube, Website freelance seperti Fiverr",0,21,6,7,475000,225000,295000,6800,4,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1001800,193580.67224458815,0.7729283262777475,-468200,0,42,168,1.68,3.091042453358316,2.163729717350821,volatil,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25,"ShopeeFood, Grab",1,19,6,7,725000,40000,40000,730000,4,"Harbolnas / flash sale online / tanggal kembar, Awal bulan","Jumlah pesanan atau project yang masuk, Cuaca",4,Ringkasan pemasukan dan pengeluaran,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1535000,396933.55867197725,1.0343518549058563,5000,1,42,168,0.7636363636363637,2.995732273553991,2.995732273553991,volatil,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17,WhatsApp / kenalan / pelanggan langsung,2,51,6,6,990000,825000,775000,1010000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",4,Ringkasan pemasukan dan pengeluaran,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3600000,117544.3178833697,0.13060465253190798,20000,1,36,144,0.8372093023255814,3.9512437185814275,5.136616834155856,stabil,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
25,"Instagram / TikTok / YouTube, Projects.co.id",0,8,4,4,85000,100000,115000,95000,3,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,Ringkasan pemasukan dan pengeluaran,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,395000,12500.0,0.1265809966481352,10000,1,16,64,0.64,2.1972245773362196,1.5380572041353535,stabil,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
23,WhatsApp / kenalan / pelanggan langsung,0,13,6,7,75000,105000,90000,70000,2,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",4,"Saran batas pengeluaran minggu ini, Saran menabung",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,340000,15811.388300841896,0.18601414454938056,-5000,0,42,168,1.3548387096774193,2.639057329615259,1.8473401307306812,sedang,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32,Gojek,1,62,6,8,1336200,600000,680000,510000,0,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,5,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3126200,376230.79352971626,0.4813899457997191,-826200,0,48,192,0.8727272727272727,4.143134726391533,4.143134726391533,volatil,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29,Shopee / Tokopedia / TikTok Shop,0,24,5,3,18400,16800,110000,100000,3,"Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",3,"Pengingat kalau penghasilan sedang turun, Saran menabung, Saran batas pengeluaran minggu ini",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,245200,50629.503914878194,0.8259164436938744,81600,1,15,60,0.4838709677419355,3.2188758248682006,2.2532130774077404,volatil,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31,"Gojek, Grab",1,10,7,9,845000,200000,795000,245000,0,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,Ringkasan pemasukan dan pengeluaran,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2085000,346058.1598517798,0.663899272810565,-600000,0,63,252,1.1454545454545455,2.3978952727983707,2.3978952727983707,volatil,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,4,6,6,820000,1010000,830000,50000,4,Harbolnas / flash sale online / tanggal kembar,Jumlah pesanan atau project yang masuk,5,Pengingat kalau penghasilan sedang turun,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2710000,427346.46365683194,0.6307687570303688,-770000,0,36,144,1.1612903225806452,1.6094379124341003,2.0922692861643304,volatil,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17,WhatsApp / kenalan / pelanggan langsung,2,53,6,8,920000,780000,610000,430000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,Saran batas pengeluaran minggu ini,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2740000,212053.45238091896,0.3095666318456746,-490000,0,48,192,1.1162790697674418,3.9889840465642745,5.185679260533557,sedang,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
22,"Projects.co.id, WhatsApp / kenalan / pelanggan langsung",0,3,6,6,290000,325000,325000,310000,2,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Pengingat kalau penghasilan sedang turun, Saran menabung, Saran batas pengeluaran minggu ini",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1250000,16583.123951777,0.05306582683504053,20000,1,36,144,1.44,1.3862943611198906,0.9704060527839233,stabil,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
39,Grab,2,13,7,7,670000,675000,570000,605000,3,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,Ringkasan pemasukan dan pengeluaran,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2520000,51153.364177409356,0.08119568727257473,-65000,0,49,196,0.8909090909090909,2.639057329615259,3.4307745284998368,stabil,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop",0,21,5,5,350000,345000,350000,405000,0,Ramadan / menjelang Lebaran,Jumlah pesanan atau project yang masuk,3,"Saran batas pengeluaran minggu ini, Saran menabung",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1450000,28431.203515386635,0.07843068988881861,55000,1,25,100,1.3888888888888888,3.091042453358316,2.163729717350821,stabil,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,ShopeeFood,2,14,7,9,920000,400000,940000,570000,1,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Cuaca, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Saran menabung",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,2830000,266254.89040892123,0.3763314686607103,-350000,0,63,252,1.1454545454545455,2.70805020110221,3.5204652614328733,volatil,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,"Gojek, Maxim",2,3,7,11,545000,470000,1350000,1240000,1,"Awal bulan, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Saran menabung, Perkiraan penghasilan minggu depan",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3605000,457900.5532500115,0.5080721721806817,695000,1,77,308,1.4,1.3862943611198906,1.8021826694558578,volatil,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
28,Shopee / Tokopedia / TikTok Shop,1,57,7,6,390000,240000,250000,190000,4,"Saat ada promo dari aplikasi, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",4,"Saran batas pengeluaran minggu ini, Saran menabung",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1070000,85780.72821638513,0.320674420717624,-200000,0,42,168,1.3548387096774193,4.060443010546419,4.060443010546419,sedang,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24,WhatsApp / kenalan / pelanggan langsung,2,18,7,8,820000,825000,245000,500000,2,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,"Pengingat kalau penghasilan sedang turun, Saran menabung",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2390000,279895.81394988147,0.4684440928967173,-320000,0,56,224,1.302325581395349,2.9444389791664403,3.8277706729163725,volatil,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
41,WhatsApp / kenalan / pelanggan langsung,2,18,6,8,525000,550000,570000,600000,0,"Ramadan / menjelang Lebaran, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",5,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,2245000,31721.4438511238,0.05651917564712366,75000,1,48,192,1.1162790697674418,2.9444389791664403,3.8277706729163725,stabil,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
32,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,37,6,7,210000,420000,425000,350000,3,"Ramadan / menjelang Lebaran, Harbolnas / flash sale online / tanggal kembar, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1405000,100197.72119830536,0.28525960409594664,140000,1,42,168,1.3548387096774193,3.6375861597263857,3.6375861597263857,sedang,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40,Gojek,2,14,6,11,1080000,1125000,950000,990000,2,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,4145000,80350.79339994099,0.0775398946779699,-90000,0,66,264,1.2,2.70805020110221,3.5204652614328733,stabil,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube",2,24,5,5,475000,650000,600000,575000,2,"Harbolnas / flash sale online / tanggal kembar, Akhir bulan / tanggal gajian, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Tanggal gajian / akhir bulan",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,2300000,73598.00721939871,0.12799631169232525,100000,1,25,100,0.8064516129032258,3.2188758248682006,4.184538572328661,stabil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
23,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop",1,3,5,6,170000,145000,475000,195000,4,"Saat ada promo dari aplikasi, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,"Saran batas pengeluaran minggu ini, Saran menabung, Perkiraan penghasilan minggu depan",0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,985000,153860.05546166512,0.6248098706671856,25000,1,30,120,0.967741935483871,1.3862943611198906,1.3862943611198906,volatil,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,28,5,5,350000,360000,405000,330000,1,"Harbolnas / flash sale online / tanggal kembar, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,Ringkasan pemasukan dan pengeluaran,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1445000,31721.4438511238,0.08780998212080741,-20000,0,25,100,1.3888888888888888,3.367295829986474,3.367295829986474,stabil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,6,4,8,410000,360000,400000,315000,4,Akhir bulan / tanggal gajian,Jumlah pesanan atau project yang masuk,5,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1485000,43277.20724199595,0.11657128800190693,-95000,0,32,128,1.28,1.9459101490553132,1.9459101490553132,stabil,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30,Projects.co.id,1,8,3,9,425000,500000,900000,390000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",3,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,2215000,235349.91679058084,0.4250103689033173,-35000,0,27,108,0.9473684210526315,2.1972245773362196,2.1972245773362196,volatil,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,Projects.co.id,0,29,3,5,600000,600000,455000,480000,4,"Akhir bulan / tanggal gajian, Awal bulan",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Saran menabung",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2135000,77176.74520216566,0.14459316273349496,-120000,0,15,60,0.6,3.4011973816621555,2.3808381671635086,stabil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,"Instagram / TikTok / YouTube, Website freelance seperti Fiverr",2,11,6,5,850000,715000,1075000,1342800,0,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Saran menabung",0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3982800,274947.19493022654,0.2761342962698908,492800,1,30,120,1.2,2.4849066497880004,3.2303786447244005,sedang,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",0,2,4,3,175000,220000,490000,490000,4,"Harbolnas / flash sale online / tanggal kembar, Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,2,Ringkasan pemasukan dan pengeluaran,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1375000,169871.27479359187,0.4941695436335949,315000,1,12,48,0.6666666666666666,1.0986122886681096,0.7690286020676766,volatil,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22,Gojek,2,13,6,9,855000,700000,900000,825000,3,"Awal bulan, Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,3280000,85732.14099741123,0.10455126395871618,-30000,0,54,216,0.9818181818181818,2.639057329615259,3.4307745284998368,stabil,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,16,5,4,505000,370000,600000,680000,4,"Saat ada promo dari aplikasi, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Akhir pekan atau hari libur",3,Ringkasan pemasukan dan pengeluaran,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2155000,133315.10292036182,0.24745216792240168,175000,1,20,80,0.6451612903225806,2.833213344056216,1.9832493408393512,sedang,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,31,5,4,425000,380000,340000,420000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",5,Ringkasan pemasukan dan pengeluaran,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1565000,39660.013447635974,0.10136718742606658,-5000,0,20,80,0.8,3.4657359027997265,4.505456673639645,stabil,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23,Website freelance seperti Fiverr,2,69,6,5,785000,900000,1290000,875000,0,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,3850000,223848.90737578625,0.23257005174621767,90000,1,30,120,1.0526315789473684,4.248495242049359,5.523043814664168,sedang,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,Shopee / Tokopedia / TikTok Shop,1,16,4,3,525000,570000,590000,530000,3,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",2,Saran menabung,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2215000,31457.643480294788,0.05680828292914106,5000,1,12,48,0.3870967741935484,2.833213344056216,2.833213344056216,stabil,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
47,"Gojek, ShopeeFood",2,39,6,10,1336200,500000,725000,650000,0,"Saat ada promo dari aplikasi, Awal bulan","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Cuaca",4,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,3211200,367697.37556855095,0.4580180836453255,-686200,0,60,240,1.0909090909090908,3.6888794541139363,4.795543290348117,volatil,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39,WhatsApp / kenalan / pelanggan langsung,2,80,7,10,250000,200000,225000,430000,4,"Awal bulan, Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1105000,104512.75839181869,0.3783253577066461,180000,1,70,280,1.627906976744186,4.394449154672439,5.712783901074171,volatil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
21,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube",0,1,6,6,155000,16800,150000,150000,0,"Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",4,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,471800,67474.51370702867,0.5720554612256672,-5000,0,36,144,2.0,0.6931471805599453,0.48520302639196167,volatil,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36,"Gojek, Maxim",1,12,7,8,610000,625000,725000,625000,3,"Saat ada promo dari aplikasi, Awal bulan","Jumlah pesanan atau project yang masuk, Cuaca",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Saran menabung",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,2585000,52974.050251042725,0.08197132422393578,15000,1,56,224,1.018181818181818,2.5649493574615367,2.5649493574615367,stabil,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
