Timestamp,"Apakah Anda bersedia mengisi survei ini?

Cuman sedikit kok pertanyaanya!","Berapa usia Anda? (tulis angka, contoh: 22)",Domisili Anda saat ini,"Pekerjaan utama Anda saat ini? 

Kalau punya lebih dari satu, pilih yang PALING UTAMA.",Biasanya Anda mendapatkan pekerjaan/pesanan dari mana? Pilih yang sesuai.,"Apakah pekerjaan ini menjadi sumber penghasilan utama Anda?

0 — Tidak, hanya tambahan 
1 — Kadang utama, kadang tambahan
2 — Ya, penghasilan utama"," Sudah berapa lama Anda menjalankan pekerjaan ini? (tulis dalam bulan, contoh: 8)",Berapa hari dalam seminggu ada bekerja?,"Berapa jam Anda bekerja dalam sehari? (tulis angka, contoh: 6)","Berapa penghasilan Anda minggu lalu? (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda dua minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda tiga minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda empat minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Dalam sebulan, di minggu mana penghasilan Anda biasanya paling tinggi?

1 — Minggu pertama 
2 — Minggu kedua 
3 — Minggu ketiga 
4 — Minggu keempat 
0 — Tidak ada pola, tiap bulan beda",Kapan biasanya penghasilan Anda lebih ramai? (pilih semua yang sesuai), Apa yang paling sering membuat penghasilan Anda naik atau turun? (pilih maksimal 3),"Kalau ada aplikasi yang bisa memperkirakan penghasilan Anda beberapa minggu ke depan, apakah itu membantu?","Fitur apa yang paling Anda butuhkan?

Pilih maksimal 3.","Ada cerita atau masukan tentang penghasilan tidak tetap yang mau Anda bagikan?

Boleh dikosongkan — tapi jawaban Anda sangat berarti untuk kami 🙏", Kontak Hadiah GoPay  
5/30/2026 21:16:46,Ya,23,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Tutor / guru les / pengajar lepas,"WhatsApp / kenalan / pelanggan langsung, Ruangguru / Superprof / platform les online",2,81,3,5,235000,360000,20000,155000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",1,"Saran menabung, Saran batas pengeluaran minggu ini",,
5/30/2026 09:11:29,Ya,17,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,WhatsApp / kenalan / pelanggan langsung,1,67,3,2,150000,140000,220000,275000,0,"Ramadan / menjelang Lebaran, Harbolnas / tanggal kembar (11.11, 12.12), Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,"Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya",pengen tau minggu ini bakal dapat berapa biar bisa atur pengeluaran,
5/30/2026 10:40:38,Ya,22,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,Instagram / TikTok / YouTube,0,61,4,3,100000,140000,10000,225000,4,"Harbolnas / tanggal kembar (11.11, 12.12), Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Tanggal gajian / akhir bulan",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya",,
5/30/2026 11:56:43,Ya,35,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,1,55,6,8,460000,480000,355000,380000,0,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",5,Perkiraan penghasilan minggu depan,,
5/31/2026 20:50:00,Ya,22,Jawa Barat lainnya,Jualan online / reseller / toko online,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / Lazada / marketplace",1,56,5,3,260000,185000,440000,340000,1,"Ramadan / menjelang Lebaran, Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",2,"Saran menabung, Saran batas pengeluaran minggu ini",,
5/31/2026 16:49:44,Ya,22,Bali / NTB / NTT,Content creator / admin media sosial,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,58,3,5,230000,160000,105000,105000,1,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Tanggal gajian / akhir bulan",4,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya","kalau akhir bulan biasa ramai, tapi ga selalu",
5/31/2026 08:06:42,Ya,42,Sumatera,Kurir / pengantar barang atau makanan,WhatsApp / kenalan / pelanggan langsung,1,5,5,7,420000,300000,700000,670000,4,"Harbolnas / tanggal kembar (11.11, 12.12), Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Cuaca, Jam saya bekerja",1,Saran batas pengeluaran minggu ini,"Penghasilan sering naik turun, susah nabung.",
5/31/2026 22:32:19,Ya,21,Semarang,Freelance desain / editing / ilustrasi,"Instagram / TikTok / YouTube, Website freelance seperti Fiverr, Upwork, Projects.co.id",0,22,5,3,45000,180000,190000,205000,0,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Tanggal gajian / akhir bulan",4,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",susah menabung karena ga tau kapan dapat banyak,
5/31/2026 12:34:06,Ya,20,Jawa Tengah lainnya,Freelance IT / website / programming / data,"WhatsApp / kenalan / pelanggan langsung, Website freelance seperti Fiverr, Upwork, Projects.co.id",0,8,3,4,325000,140000,345000,50000,0,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",2,Saran menabung,,
5/31/2026 16:55:54,Ya,22,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance desain / editing / ilustrasi,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,34,3,4,125000,90000,45000,10000,3,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya","Penghasilan sering naik turun, susah nabung.",
5/31/2026 10:55:19,Ya,21,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Jualan online / reseller / toko online,"Instagram / TikTok / YouTube, Shopee / Tokopedia / Lazada / marketplace",1,24,5,3,770000,745000,865000,720000,0,"Awal bulan, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Akhir pekan atau hari libur",5,"Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya",penghasilan tergantung cuaca dan mood pelanggan,
5/31/2026 18:32:28,Ya,29,Jawa Timur lainnya,Content creator / admin media sosial,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,54,4,5,65000,5000,130000,95000,4,"Ramadan / menjelang Lebaran, Harbolnas / tanggal kembar (11.11, 12.12), Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",5,Saran batas pengeluaran minggu ini,"income ga pernah sama tiap minggu, bikin pusing budgeting",
5/31/2026 14:04:20,Ya,33,Bandung,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,51,6,9,605000,495000,270000,500000,2,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Akhir pekan atau hari libur",5,"Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan","kalau akhir bulan biasa ramai, tapi ga selalu",
5/31/2026 14:19:55,Ya,20,Bandung,Freelance desain / editing / ilustrasi,Instagram / TikTok / YouTube,2,31,5,7,325000,500000,240000,515000,4,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun",Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
5/31/2026 23:46:47,Ya,24,Jawa Tengah lainnya,Tutor / guru les / pengajar lepas,Ruangguru / Superprof / platform les online,2,82,3,4,130000,190000,145000,210000,4,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,Saran batas pengeluaran minggu ini,,
5/31/2026 17:00:23,Ya,28,Bali / NTB / NTT,Jualan online / reseller / toko online,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / Lazada / marketplace",2,25,4,7,400000,435000,35000,395000,3,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,"Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",,
6/1/2026 20:06:05,Ya,27,Sumatera,Jualan online / reseller / toko online,Instagram / TikTok / YouTube,2,12,5,4,860000,675000,775000,950000,1,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Perkiraan penghasilan minggu depan, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun",sering kali gak bisa bedain mana kebutuhan mana keinginan karena income ga pasti,
6/1/2026 21:26:02,Ya,25,Yogyakarta,Jualan online / reseller / toko online,"Shopee / Tokopedia / Lazada / marketplace, Instagram / TikTok / YouTube",1,38,4,7,375000,440000,260000,390000,4,"Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,"Saran menabung, Tips mengatur uang buat pekerja seperti saya",susah menabung karena ga tau kapan dapat banyak,
6/1/2026 21:53:35,Ya,20,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id",1,14,5,7,585000,575000,445000,505000,1,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",2,Saran batas pengeluaran minggu ini,,
6/1/2026 08:05:59,Ya,20,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,5,4,8,380000,335000,445000,150000,0,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran menabung, Tips mengatur uang buat pekerja seperti saya",,
6/1/2026 07:11:42,Ya,27,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance desain / editing / ilustrasi,Instagram / TikTok / YouTube,1,21,5,3,335000,80000,485000,500000,3,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",3,"Perkiraan penghasilan minggu depan, Saran batas pengeluaran minggu ini",,
6/1/2026 15:51:31,Ya,40,Semarang,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,26,5,9,820000,260000,400000,600000,0,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",2,"Saran menabung, Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun","Waktu harbolnas lumayan ramai, tapi habis itu sepi lagi.",
6/1/2026 17:18:38,Ya,35,Surabaya,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,61,5,7,270000,505000,320000,430000,1,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,Saran menabung,,
6/1/2026 09:57:41,Ya,22,Bali / NTB / NTT,Freelance desain / editing / ilustrasi,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,41,4,3,190000,150000,180000,40000,1,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",2,"Saran menabung, Saran batas pengeluaran minggu ini",,
6/1/2026 12:48:22,Ya,25,Surabaya,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,1,35,7,7,435000,400000,285000,380000,0,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",Susah ngatur pengeluaran kalau pendapatan ga menentu.,
6/1/2026 21:16:56,Ya,30,Jawa Barat lainnya,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",0,35,6,7,345000,495000,505000,245000,0,"Saat cuaca bagus, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Cuaca",5,"Saran menabung, Saran batas pengeluaran minggu ini",,
6/1/2026 18:47:54,Ya,18,Sumatera,Tutor / guru les / pengajar lepas,"WhatsApp / kenalan / pelanggan langsung, Ruangguru / Superprof / platform les online",0,12,2,4,130000,55000,55000,125000,0,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",2,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya",,
6/1/2026 22:36:41,Ya,20,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,18,2,2,70000,75000,110000,135000,4,"Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",3,"Perkiraan penghasilan minggu depan, Ringkasan pemasukan dan pengeluaran",,
6/1/2026 16:06:43,Ya,21,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Jualan online / reseller / toko online,"Shopee / Tokopedia / Lazada / marketplace, Instagram / TikTok / YouTube",2,6,6,5,60000,310000,40000,210000,1,"Awal bulan, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,Tips mengatur uang buat pekerja seperti saya,"kadang weekend ramai banget, weekday sepi",
6/2/2026 17:47:19,Ya,47,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,6,5,8,10000,310000,530000,250000,2,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",,
6/2/2026 19:06:19,Ya,40,Bali / NTB / NTT,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,30,5,7,350000,630000,120000,595000,0,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",5,"Perkiraan penghasilan minggu depan, Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun","kadang weekend ramai banget, weekday sepi",
6/2/2026 17:17:56,Ya,29,Sumatera,Jualan online / reseller / toko online,Instagram / TikTok / YouTube,1,18,6,7,50000,580000,610000,675000,1,"Saat ada promo dari aplikasi, Harbolnas / tanggal kembar (11.11, 12.12), Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Tanggal gajian / akhir bulan",1,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan","Waktu akhir bulan lumayan ramai, tapi habis itu sepi lagi.",
6/2/2026 16:04:51,Ya,29,Yogyakarta,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll), WhatsApp / kenalan / pelanggan langsung",2,17,7,10,960000,555000,985000,455000,1,"Saat ada promo dari aplikasi, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Cuaca",5,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",butuh fitur yang bisa ingetin kalau udah boros,
6/2/2026 22:38:19,Ya,19,Bandung,Freelance desain / editing / ilustrasi,WhatsApp / kenalan / pelanggan langsung,0,9,3,7,40000,5000,125000,90000,0,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",1,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran","kalau akhir bulan biasa ramai, tapi ga selalu",
6/2/2026 21:01:49,Ya,31,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,1,13,7,7,500000,270000,535000,410000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Jam saya bekerja",4,"Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun",susah menabung karena ga tau kapan dapat banyak,
6/2/2026 19:33:09,Ya,42,Surabaya,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll), WhatsApp / kenalan / pelanggan langsung",1,44,7,8,835000,180000,450000,710000,2,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",5,"Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun","income dari Kurir ga stabil, makanya pengen ada tools buat bantu atur keuangan",
6/2/2026 20:34:16,Ya,29,Semarang,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id",2,57,3,5,225000,135000,335000,135000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Saran menabung, Perkiraan penghasilan minggu depan",penghasilan tergantung cuaca dan mood pelanggan,
6/2/2026 18:57:42,Ya,26,Bali / NTB / NTT,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",0,46,6,10,230000,270000,445000,360000,1,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Cuaca, Promo dari platform / aplikasi",3,Perkiraan penghasilan minggu depan,"income dari Ojek online ga stabil, makanya pengen ada tools buat bantu atur keuangan",
6/2/2026 22:49:42,Ya,32,Yogyakarta,Jualan online / reseller / toko online,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,14,7,6,935000,850000,520000,115000,4,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Promo dari platform / aplikasi",4,"Saran menabung, Saran batas pengeluaran minggu ini",,
6/2/2026 09:28:24,Ya,24,Jawa Timur lainnya,Jualan online / reseller / toko online,Shopee / Tokopedia / Lazada / marketplace,0,13,5,7,65000,230000,320000,260000,2,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Tanggal gajian / akhir bulan",2,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya","Penghasilan sering naik turun, susah nabung.",
6/2/2026 15:24:55,Ya,21,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,Instagram / TikTok / YouTube,0,42,3,4,80000,105000,0,0,0,"Ramadan / menjelang Lebaran, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Akhir pekan atau hari libur",2,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya",Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
6/3/2026 12:21:56,Ya,24,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Tutor / guru les / pengajar lepas,"WhatsApp / kenalan / pelanggan langsung, Ruangguru / Superprof / platform les online",0,19,3,2,35000,125000,140000,220000,3,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",2,"Saran menabung, Tips mengatur uang buat pekerja seperti saya","Kadang sepi banget, bisa seminggu cuma dapat 150ribu.",
6/3/2026 07:03:01,Ya,20,Sumatera,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id",2,20,5,6,305000,325000,415000,35000,0,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",,
6/3/2026 23:00:55,Ya,22,Sumatera,Content creator / admin media sosial,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,42,4,6,390000,165000,380000,290000,0,"Harbolnas / tanggal kembar (11.11, 12.12), Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Tanggal gajian / akhir bulan",4,Saran menabung,butuh fitur yang bisa ingetin kalau udah boros,
6/3/2026 21:15:33,Ya,19,Jawa Tengah lainnya,Freelance desain / editing / ilustrasi,WhatsApp / kenalan / pelanggan langsung,2,27,2,7,80000,180000,120000,150000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",5,"Saran menabung, Saran batas pengeluaran minggu ini",,
6/3/2026 20:24:31,Ya,24,Kalimantan,Jualan online / reseller / toko online,Instagram / TikTok / YouTube,0,20,5,3,560000,215000,515000,305000,4,"Akhir bulan / tanggal gajian, Harbolnas / tanggal kembar (11.11, 12.12), Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",1,Perkiraan penghasilan minggu depan,"Waktu harbolnas lumayan ramai, tapi habis itu sepi lagi.",
6/3/2026 17:36:49,Ya,34,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Jualan online / reseller / toko online,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / Lazada / marketplace",2,17,3,5,365000,70000,460000,400000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Promo dari platform / aplikasi",4,"Saran menabung, Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",butuh fitur yang bisa ingetin kalau udah boros,
6/3/2026 14:37:05,Ya,33,Jawa Timur lainnya,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,15,6,7,380000,380000,635000,40000,4,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Jam saya bekerja",5,"Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun",pengen tau minggu ini bakal dapat berapa biar bisa atur pengeluaran,
6/3/2026 08:15:22,Ya,27,Bandung,Tutor / guru les / pengajar lepas,Ruangguru / Superprof / platform les online,0,35,5,5,140000,135000,265000,135000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,Saran menabung,,
6/3/2026 20:32:50,Ya,20,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,6,4,3,130000,55000,15000,80000,4,"Harbolnas / tanggal kembar (11.11, 12.12), Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,Ringkasan pemasukan dan pengeluaran,,
6/3/2026 11:46:56,Ya,24,Semarang,Content creator / admin media sosial,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,9,4,6,80000,25000,65000,95000,4,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Akhir pekan atau hari libur",3,"Tips mengatur uang buat pekerja seperti saya, Ringkasan pemasukan dan pengeluaran",,
6/3/2026 10:26:16,Ya,17,Jawa Barat lainnya,Tutor / guru les / pengajar lepas,Ruangguru / Superprof / platform les online,0,20,3,4,240000,250000,270000,265000,1,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",3,Saran batas pengeluaran minggu ini,"Kalau lagi sakit langsung ga ada pemasukan, khawatir.",
6/3/2026 15:53:27,Ya,33,Sumatera,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,40,6,7,230000,250000,470000,420000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",2,"Saran menabung, Tips mengatur uang buat pekerja seperti saya",,
6/3/2026 17:39:20,Ya,38,Bandung,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,1,7,6,6,535000,465000,325000,375000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Akhir pekan atau hari libur",5,Saran menabung,"Bulan kemarin lumayan, tapi bulan ini sepi banget.",
6/4/2026 19:58:54,Ya,17,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Jualan online / reseller / toko online,Shopee / Tokopedia / Lazada / marketplace,1,6,4,6,270000,525000,500000,215000,0,"Harbolnas / tanggal kembar (11.11, 12.12), Akhir bulan / tanggal gajian, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Akhir pekan atau hari libur",5,"Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun","pernah seminggu cuma dapat 150rb, padahal kerja tiap hari",
6/4/2026 17:15:08,Ya,31,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Kurir / pengantar barang atau makanan,WhatsApp / kenalan / pelanggan langsung,1,80,5,8,705000,595000,265000,390000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja",3,"Saran menabung, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",,
6/4/2026 20:56:18,Ya,23,Semarang,Content creator / admin media sosial,Instagram / TikTok / YouTube,0,63,4,4,145000,80000,175000,0,2,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",2,"Perkiraan penghasilan minggu depan, Saran batas pengeluaran minggu ini",,
